Title,Body HTML,Vendor,URL
D-Link – Trousse CPL AV2000 sans fil AC1200 DHP-W611AV,"La technologie WiFi transmet des signaux par ondes. La communication par courants porteurs en ligne (ou CPL) utilise le réseau électrique de vos murs. Alliés, ils créent la technologie hybride la plus puissante possible pour la création d’un réseau à domicile qui élimine les zones mortes et rallonge la portée. Cette technologie, Power-Fi, vous offre la puissance de diffuser du contenu multimédia jusque dans les zones difficiles d'accès de votre domicile. ",d_link,https://www.staples.ca/products/2483764-fr-d-link-trousse-cpl-av2000-sans-fil-ac1200-dhp-w611av
"Little Masters Non-toxic 32 oz. Tempera Paint, White, 6 Pack","Bright and smooth, the Little Masters Tempera Paint will breathe life into your drawings. This fine quality white tempera paint flows smoothly and doesnt chip or crack after drying. This brilliant Colour is an economical solution for young students and artists.",little_masters,https://www.staples.ca/products/933005-en-little-masters-non-toxic-32-oz-tempera-paint-white-6-pack
Master Lock 5400D Select Access Resettable Key Storage,Store your keys safely outdoors with the Master Lock Select Access Resettable Key Storage. This lock features a resettable combination that provides maximum security to easily store your keys without worry.,master_lock,https://www.staples.ca/products/623447-en-master-lock-5400d-select-access-resettable-key-storage
"King Canada - Rallonge, 100 pi, 12/3, triple prise, SJTW, rouge (K-10012-3T-RD)",,king_canada,https://www.staples.ca/products/2140693-fr-king-canada-rallonge-100-pi-123-triple-prise-sjtw-rouge-k-10012-3t-rd
"Insten 7 Port USB Hub With On/Off Switch, Black",Insten 7 Port USB hub with on/off switch in black colour supports plug and play installation by using the built-in USB cable. Hub supports windows 7/Vista/XP/2000 or Mac OS X 10.2 and higher/Linux 9.,insten,https://www.staples.ca/products/2803564-en-insten-7-port-usb-hub-with-onoff-switch-black
IOGEAR 2 x 4 USB 2.0 Peripheral Sharing Switch,,iogear,https://www.staples.ca/products/204335-en-iogear-2-x-4-usb-20-peripheral-sharing-switch
"Kensington UC3100 Type C USB Hub, 4-Port",,kensington,https://www.staples.ca/products/1989984-en-kensington-uc3100-type-c-usb-hub-4-port
"StarTech 50 ft HDMI to DVI-D Cable, M/M",This 50ft HDMI-DVI digital video cable allows you to connect devices with a DVI-D connector to displays with HDMI inputs. Backed by StarTech.com's Lifetime Warranty.,startech,https://www.staples.ca/products/1032010-en-startech-50-ft-hdmi-to-dvi-d-cable-mm
"Fractal Design Silent Series R3 Fan, 60 mm (FD-FAN-SSR3-60-WT)","Fractal Design Silent Series R3 fans offer excellent value for money, with good performance and assured reliability. All Fractal Design Silent Series R3 fans are equipped with long-life rifle bearings and an easy-to-hide, sleek black cable. Available in a large variety of sizes, ranging from compact 40 mm fans to full-size 140 mm fans, the Silent Series R3 delivers suitable options for replacing loud or damaged fans in both computers and many other electronic devices.",fractal_design,https://www.staples.ca/products/2429710-en-fractal-design-silent-series-r3-fan-60-mm-fd-fan-ssr3-60-wt
"Kensington USB 3.0 7-Port Hub & Charger, Black","With USB ports on laptops becoming a precious commodity, an external hub can be the answer to maintaining optimal productivity. The UH7000C USB 3.0 7-Port Hub &amp; Charger ensures you can connect all your peripheral desktop accessories to your laptop, as well as quickly charge your smartphone or tablet. Leveraging USB 3.0 technology, each of the seven ports can support lightning fast transfer speeds so you can work more efficiently. The ports also double as chargers, ensuring the battery on your favorite devices never runs out. With 4 AMPs available, you can use any of the ports to provide a fast charge for up to two tablets, a tablet and a smartphone, or any other combination of low power devices. Because there are no drivers to download, simply insert the USB cable it into your laptop, plug in the power cord, and you’re ready to go.",kensington,https://www.staples.ca/products/1634404-en-kensington-usb-30-7-port-hub-charger-black
"Insten - Câble de rallonge stéréo 3,5 mm mâle/femelle, 25 pi, noir (TOTH35MMMF03)","Le câble de rallonge stéréo 2X mâle/femelle d’Insten permet d’allonger la distance entre votre appareil et n’importe quel haut-parleur ou appareil de sortie audio. Le câble est compatible avec les appareils iPad d’Apple, Moto de Motorola et Xperia de Sony ne plus d’être idéal pour les lecteurs MP3.",insten,https://www.staples.ca/products/2803556-fr-insten-cable-de-rallonge-stereo-35-mm-malefemelle-25-pi-noir-toth35mmmf03
"Aurora Tools Indoor/Outdoor Extension Cords, Standard-Duty, 10'",,aurora_tools,https://www.staples.ca/products/1345618-en-aurora-tools-indooroutdoor-extension-cords-standard-duty-10
Securifi – Prise intelligente Peanut PP-WHT,"La configuration simple de 1 minute vous permet d'allumer et éteindre vos lumières à distance, via l'appli Almond gratuite sur un appareil iOS ou Android. Fonctionne également via un navigateur web standard. Requiert Almond+ ou Almond 2015.",securifi,https://www.staples.ca/products/2098187-fr-securifi-prise-intelligente-peanut-pp-wht
"7 Layer Skinz Custom Skin Wrap for iPhone 7 Plus, Red (7LIPHN7PRED)","Customize to match your personality, season and style. Litetect and pamper your device from scratches and small dings with the industries most durable vinyl skins available. We use the highest quality 3M on the market today. 7 Layer Skinz adds an enhanced grip and feel to your phone to reduce the unsightly result of drops. All of our wraps are textured, unlike the competition (who simply have cheap glossy finishes), to give you the feel and look that you're looking for. Installation is a breeze. Since we use premium 3M vinyl, you'll have no worries of air bubbles being caught under your skin and icky residue being left behind when you decide to remove and replace with a new style. Ultra precise, damage free removal and Canadian Made. We back our Liteducts with a full money back guarantee or replacement for all manufacturing defects. Includes: 1 Full Back Skin, 1 Microfiber Cloth.",_7_layer_skinz,https://www.staples.ca/products/2890984-en-7-layer-skinz-custom-skin-wrap-for-iphone-7-plus-red-7liphn7pred
"LMP USB-C HDMI Compact Dock 4K 8 Port, Space Grey",,lmp,https://www.staples.ca/products/2897297-en-lmp-usb-c-hdmi-compact-dock-4k-8-port-space-grey
"Aurora Tools Indoor/Outdoor Extension Cords, Standard-Duty, 15'",,aurora_tools,https://www.staples.ca/products/1345619-en-aurora-tools-indooroutdoor-extension-cords-standard-duty-15
"Little Masters Non-toxic 32 oz. Tempera Paint, Black, 6 Pack","Bright and smooth, the Little Masters Tempera Paint will breathe life into your drawings. This fine quality black tempera paint flows smoothly and doesnt chip or crack after drying. This brilliant Colour is an economical solution for young students and artists.",little_masters,https://www.staples.ca/products/932988-en-little-masters-non-toxic-32-oz-tempera-paint-black-6-pack
"Globe - Barre d'alimentation à 6 prises, 6 pi",,globe,https://www.staples.ca/products/659756-fr-globe-barre-dalimentation-a-6-prises-6-pi
"Little Masters Non-toxic 32 oz. Washable Paint, Blue, 6 Pack","Create Colourful posters, crafts and much more with the Little Masters Washable Paint. This bright, opaque paint is blendable and offers a uniform, smooth coverage with no flakes or cracks. The water-based blue washable paint is non-toxic and apt for little artists.",little_masters,https://www.staples.ca/products/933042-en-little-masters-non-toxic-32-oz-washable-paint-blue-6-pack
"Aurora Tools Outdoor Vinyl Extension Cords, Extra Heavy-Duty, 50'",,aurora_tools,https://www.staples.ca/products/1345616-en-aurora-tools-outdoor-vinyl-extension-cords-extra-heavy-duty-50
"Insten 4 Port USB Hub, Black",Insten 4 Port USB hub in black colour is perfect for connecting USB 1.1 or 2.0 peripherals such as USB mice or portable hard drives. Hub supports Windows Vista/XP/2000/98 and Mac OS 8.6 and higher.,insten,https://www.staples.ca/products/2803563-en-insten-4-port-usb-hub-black
"Insten SIM Card Reader, Blue (COTHSIMRDX01)",Insten SIM card reader in blue colour is the ideal companion for your digital media and offers portable use with desktop or laptop. Card supports Windows vista/XP and has ability to copy the content from one to another.,insten,https://www.staples.ca/products/2803560-en-insten-sim-card-reader-blue-cothsimrdx01
"7 Layer Skinz Custom Skin Wrap for iPhone 7 Plus, Gunmetal Carbon Fiber (7LIPHN7PGMT)","Customize to match your personality, season and style. Litetect and pamper your device from scratches and small dings with the industries most durable vinyl skins available. We use the highest quality 3M on the market today. 7 Layer Skinz adds an enhanced grip and feel to your phone to reduce the unsightly result of drops. All of our wraps are textured, unlike the competition (who simply have cheap glossy finishes), to give you the feel and look that you're looking for. Installation is a breeze. Since we use premium 3M vinyl, you'll have no worries of air bubbles being caught under your skin and icky residue being left behind when you decide to remove and replace with a new style. Ultra precise, damage free removal and Canadian Made. We back our Liteducts with a full money back guarantee or replacement for all manufacturing defects. Includes: 1 Full Back Skin, 1 Microfiber Cloth.",_7_layer_skinz,https://www.staples.ca/products/2890982-en-7-layer-skinz-custom-skin-wrap-for-iphone-7-plus-gunmetal-carbon-fiber-7liphn7pgmt
"Aurora Tools - Rallonge de robustesse standard pour l’intérieur et l’extérieur, 25 pi",,aurora_tools,https://www.staples.ca/products/1345620-fr-aurora-tools-rallonge-de-robustesse-standard-pour-linterieur-et-lexterieur-25-pi
"COUGAR D12 120mm LED Cooling Fan, Green (3512025.0094)",Maximize cooling and minimize sound with the COUGAR D12 series.,cougar,https://www.staples.ca/products/2434831-en-cougar-d12-120mm-led-cooling-fan-green-35120250094
C2G 0.5M Sonicwave HDMI Dvi Digitalvideo Cable M/M (40286),,c2g,https://www.staples.ca/products/1497535-en-c2g-05m-sonicwave-hdmi-dvi-digitalvideo-cable-mm-40286
Securifi – Capteur pour porte/fenêtre AL-DWS04,"Grâce à une installation simple de 1 minute, le capteur pour porte/fenêtre de Securifi vous permet de surveiller votre maison à distance et de recevoir des alertes instantanées lorsque vos fenêtres/portes sont ouvertes ou fermées, via l'appli gratuite Almond sur votre appareil iOS ou Android. Il fonctionne également via un navigateur web standard. Requiert Almond + ou Almond 2015.",securifi,https://www.staples.ca/products/2098185-fr-securifi-capteur-pour-portefenetre-al-dws04
Skylink Long Range GM-434TL Household Alert/Alarm Garage Door Sensor,This easy-to-use Skylink Long Range GM-434TL Household Alert/Alarm Garage Door Sensor works with the Skylink receiver system to conveniently alert you every time the household's garage door is opened.,skylink,https://www.staples.ca/products/1016639-en-skylink-long-range-gm-434tl-household-alertalarm-garage-door-sensor
Iogear Microhub Guh274 USB Hub,,iogear,https://www.staples.ca/products/206193-en-iogear-microhub-guh274-usb-hub
AXS PROTech Case for Motorola Moto G6 - Burgundy Red,"Prone to accidental drops? Rest easy with AXS’s PROTech Dual-layered case. The inner silicone and outer shock-absorbing polycarbonate material has been tested and came back with military-grade durability! PROTech is designed to effectively defend your device against turbulent drops and shocks. The raised lip around the front screen and around the camera lift your display and lens off flat surfaces for extra drop and scratch protection. Pairing the protection of our shock resistant technology with elegant chrome push buttons, PROTech is perfect for everyday use.",axs_brand,https://www.staples.ca/products/2879183-en-axs-protech-case-for-motorola-moto-g6-burgundy-red
OtterBox Symmetry Phone Case for Samsung Galaxy S9 Plus - Clear Anegada,"With the slim OtterBox Symmetry Series you can rest assured that your device is safeguarded from life's daily grinds. The built in flex points make it easy to take the case on and off. This case is the best of everything: cool colors, sleek and thin shape and trusted OtterBox protection.  Style and trusted OtterBox protection -together at last!",otterbox,https://www.staples.ca/products/2881118-en-otterbox-symmetry-phone-case-for-samsung-galaxy-s9-plus-clear-anegada
"Insten SDHC/SD/MMC Memory Card Reader To USB 2.0 Adapter, Smoke","Connecting mobile phones and bulky DSLR cameras to your computer is not always a practical option; but with the Insten SDHC/SD/MMC Memory Card Reader To USB 2.0 Adapter, Smoke, you can easily transfer data from these devices to your system. Lightweight, handy and portable, this card reader is an ideal companion to transfer data from your memory card, directly to the computer.",insten,https://www.staples.ca/products/2803568-en-insten-sdhcsdmmc-memory-card-reader-to-usb-20-adapter-smoke
"StarTech HDMI to DVI, D Cable, M/M, 10 Ft.",This 10ft HDMI-DVI digital video cable allows you to connect devices with a DVI-D connector to displays with HDMI inputs. Manufacturer's lifetime warranty.,startech,https://www.staples.ca/products/217620-en-startech-hdmi-to-dvi-d-cable-mm-10-ft
Fractal Design Venturi HP14 PWM Black (FD-FAN-VENT-HP14-PWM-BK),"The Venturi High Pressure Series PWM HP-14 fans are optimized for high-restriction airflow scenarios, making them an excellent choice for usage on large heatsinks, on radiators, or in other highly restrictive scenarios. Designed with a variety of performance-increasing and noise-reducing features, these fans can move an amazing amount of air through restricted environments compared to other fans at the same, minimal noise level. The HP-14 comes with two sets of solid vibration-dampening rubber corners: one for standard 140 mm fan hole spacing (125 mm) and one compatible with the standard 120 mm hole spacing (105 mm). The Venturi High Pressure Series PWM fans are ideal for those looking for a perfect balance between high performance and low noise built from sturdy, high quality materials.",fractal_design,https://www.staples.ca/products/2429721-en-fractal-design-venturi-hp14-pwm-black-fd-fan-vent-hp14-pwm-bk
Skylink – Trousse de base pour système d'alerte/alarme 2-en-1,"Le système d'alerte/alarme 2-en-1 vous donne le contrôle. C'est une solution simple et bavec un bon rapport coût-efficacité pour protéger votre famille lorsque vous êtes à domicile our pour protéger votre maison lorsque vous en êtes absent. Grâce à une installation à faire soi-même simple, le système peut être installé en quelques minutes, sans frais mensuels ni contrat. Le système comprend deux modes :

Le mode alerte – La sécurité lorsque vous êtes à la maison!
Placez vos capteurs à l'intérieur et à l'extérieur et recevez des avertissements lorsqu'il y a des rôdeurs ou lorsqu'une porte, une fenêtre ou une porte de garage est ouverte. En mode alerte, le système vous indique lorsqu’un capteur est activé à l’aide d’une faible tonalité et d’un voyant clignotant.

Le mode alarme – La sécurité lorsque vous êtes absent!
Armez votre système du clavier de contrôle ou de la télécommande porte-clés pour activer tous vos capteurs. À l'arrivée d'un intrus, le capteur sera déclenché et une puissante sirène retentira. ",skylink,https://www.staples.ca/products/1972112-fr-skylink-trousse-de-base-pour-systeme-dalertealarme-2-en-1
"Little Masters Non-toxic 32 oz. Washable Paint, Orange, 6 Pack","Create Colourful posters, crafts and much more with the Little Masters Washable Paint. This bright, opaque paint is blendable and offers a uniform, smooth coverage with no flakes or cracks. The water-based orange washable paint is non-toxic and apt for little artists.",little_masters,https://www.staples.ca/products/933058-en-little-masters-non-toxic-32-oz-washable-paint-orange-6-pack
Lind Equipment 6000-25G Wind-Up Extension Cords,,lind_equipment,https://www.staples.ca/products/1490271-en-lind-equipment-6000-25g-wind-up-extension-cords
"Lind Equipment Heavy-Duty Neoprene Extension Cords, 50'",,lind_equipment,https://www.staples.ca/products/1490282-en-lind-equipment-heavy-duty-neoprene-extension-cords-50
"AXS PROShield Samsung Galaxy A8 Phone Case, Black (SAMP1300)","The PROShield series maintains the sleek look of your device while ensuring optimal protection. Its silicone shell interior interlocks with the durable polycarbonate material and the reinforced shock absorbing corners to offer everyday protection. Engineered specifically for PROShield, AIRShield technology was designed to enhance shock absorption. In case of shock, the air pockets and the silicone injection absorb and disperse the impact for an ultimate device protection.",axs_brand,https://www.staples.ca/products/2879217-en-axs-proshield-samsung-galaxy-a8-phone-case-black-samp1300
SkyLink – Mini trousse de démarrage pour système d'alarme,"Le système d'alarme SkyLinkNet est un système de sécurité autosurveillé à installer soi-même, sans frais de contrat mensuels. La trousse du système d'alarme est contrôlée par le concentrateur Internet et inclut un capteur de mouvement, une télécommande en porte-clés et un capteur pour portes/fenêtres. Le système extensible vous permet d'ajouter jusqu'à 100 dispositifs (capteurs ou récepteurs) et jusqu'à 10 caméras simultanément. Le système est compatible IFTTT, vous permettant d'intégrer le système à des appareils de maison intelligente de marques variées, sans problème. En connectant le concentrateur Internet de Skylink à un routeur Internet sans fil, le système de sécurité coordonne les activités de tous les récepteurs et capteurs, à l'aide de l'appli pour téléphone intelligent. Avec l'appli de Skylink, vous avez un contrôle intégral de la trousse pour système d'alarme SkylinkNet qui vous permet d'activer et désactiver votre système d'alarme depuis n'importe où. Si le capteur pour portes ou fenêtres décèle un mouvement, le concentrateur Internet vous envoie une notification via l'appli. L'appli vous permet également de visionner les évènements qui déclenchent les alarmes via une surveillance vidéo en temps réel, depuis un téléphone intelligent ou une tablette. De plus, la trousse comprend une pile de secours. En cas de panne, toutes les unités et tous les capteurs continuent à fonctionner, tout comme une alarme locale avec une sirène externe. Le système d'alarme SkyLinkNet peut être jumelé avec le composeur d'urgence modèle AD-105 (en sus) qui se connecte via une ligne téléphonique pour vous avertir d'un déclenchement d'alarme.",skylink,https://www.staples.ca/products/1972110-fr-skylink-mini-trousse-de-demarrage-pour-systeme-dalarme
"BlueDiamond - Barre d'alimentation Expand Slim + Charge, 2 prises",Maximisez votre espace de prises en offrant des ports USB de charge rapide pour 2 appareils mobiles tout en ayant accès à 2 prises pour vos autres appareils électroniques.,bluediamond,https://www.staples.ca/products/2102686-fr-bluediamond-barre-dalimentation-expand-slim-charge-2-prises
"7 Layer Skinz Custom Skin Wrap for iPhone 7 Plus, Pink (7LIPHN7PPNK)","Customize to match your personality, season and style. Litetect and pamper your device from scratches and small dings with the industries most durable vinyl skins available. We use the highest quality 3M on the market today. 7 Layer Skinz adds an enhanced grip and feel to your phone to reduce the unsightly result of drops. All of our wraps are textured, unlike the competition (who simply have cheap glossy finishes), to give you the feel and look that you're looking for. Installation is a breeze. Since we use premium 3M vinyl, you'll have no worries of air bubbles being caught under your skin and icky residue being left behind when you decide to remove and replace with a new style. Ultra precise, damage free removal and Canadian Made. We back our Liteducts with a full money back guarantee or replacement for all manufacturing defects. Includes: 1 Full Back Skin, 1 Microfiber Cloth.",_7_layer_skinz,https://www.staples.ca/products/2890983-en-7-layer-skinz-custom-skin-wrap-for-iphone-7-plus-pink-7liphn7ppnk
"Staples 7-Port USB 3.0 Hub, Black",The Staples® 7-Port USB 3.0 Hub allows you to connect up to 7 additional USB devices to one computer port.  This hub also offers plug-and-play installation for an easy and convenient connection.,staples,https://www.staples.ca/products/2093410-en-staples-7-port-usb-30-hub-black
"LMP USB-C HDMI Compact Dock 4K 8 Port, Silver",,lmp,https://www.staples.ca/products/2897296-en-lmp-usb-c-hdmi-compact-dock-4k-8-port-silver
AXS PROTech Case for Motorola Moto G6 - Black,"Prone to accidental drops? Rest easy with AXS’s PROTech Dual-layered case. The inner silicone and outer shock-absorbing polycarbonate material has been tested and came back with military-grade durability! PROTech is designed to effectively defend your device against turbulent drops and shocks. The raised lip around the front screen and around the camera lift your display and lens off flat surfaces for extra drop and scratch protection. Pairing the protection of our shock resistant technology with elegant chrome push buttons, PROTech is perfect for everyday use.",axs_brand,https://www.staples.ca/products/2879181-en-axs-protech-case-for-motorola-moto-g6-black
"COUGAR D12 120mm LED Cooling Fan, Blue (3512025.0092)",Maximize cooling and minimize sound with the COUGAR D12 series.,cougar,https://www.staples.ca/products/2434830-en-cougar-d12-120mm-led-cooling-fan-blue-35120250092
"SkyLink HomeControl ID-318 Wireless Battery-Operated Motion Sensor Transmitter, White","Add security and up energy savings in your home with this SkyLink HomeControl Wireless Battery-Operated Motion Sensor Transmitter. This sensor features three energy-saving timer options, a 500-foot wireless range and water-resistant construction.",skylink,https://www.staples.ca/products/580023-en-skylink-homecontrol-id-318-wireless-battery-operated-motion-sensor-transmitter-white
Apple Lightning to SD Card Camera Reader,Connect SD cards to your Apple devices that support Lightning connectivity,apple,https://www.staples.ca/products/2072010-en-apple-lightning-to-sd-card-camera-reader
"Fractal Design Silent Series R3 Fan, 50 mm (FD-FAN-SSR3-50-WT)","Fractal Design Silent Series R3 fans offer excellent value for money, with good performance and assured reliability. All Fractal Design Silent Series R3 fans are equipped with long-life rifle bearings and an easy-to-hide, sleek black cable. Available in a large variety of sizes, ranging from compact 40 mm fans to full-size 140 mm fans, the Silent Series R3 delivers suitable options for replacing loud or damaged fans in both computers and many other electronic devices.",fractal_design,https://www.staples.ca/products/2429709-en-fractal-design-silent-series-r3-fan-50-mm-fd-fan-ssr3-50-wt
"Little Masters Non-toxic 32 oz. Tempera Paint, Green, 6 Pack","Bright and smooth, the Little Masters Tempera Paint will breathe life into your drawings. This fine quality green tempera paint flows smoothly and doesnt chip or crack after drying. This brilliant Colour is an economical solution for young students and artists.",little_masters,https://www.staples.ca/products/933169-en-little-masters-non-toxic-32-oz-tempera-paint-green-6-pack
"Insten 26-in-1 Memory Card Reader, Red/Black","Connecting mobile phones, tablets and cameras to your computer is a hassle; but with the Insten 26-in-1 Memory Card Reader, Red/Black you can easily transfer data from these devices to your system. Lightweight, handy and portable, this card reader is the perfect companion to transfer data from your memory card, directly to the computer.",insten,https://www.staples.ca/products/2803561-en-insten-26-in-1-memory-card-reader-redblack
Macally TRIHUB7 7-Port Hi-Speed USB 2.0 Hub,A 7-port USB hub with an external AC adapter to supply full power to devices that need it. Supports USB 2.0 and 1.1. It comes with 2 adhesive pads that keep your TRIHUB7 securely in place.,macally,https://www.staples.ca/products/1805989-en-macally-trihub7-7-port-hi-speed-usb-20-hub
"StarTech 7-Port USB-C Hub, Metal, USB-C, USB-A, USB-C, USB 3.0",Add 5x USB-A ports and 2x USB-C ports to your USB Type C computer using this mountable USB 3.0 5Gbps hub - Includes desktop or wall-mount bracket - Supports USB Battery Charging Specification 1.2 - Delivers up to 2.4 amps through the USB-A charge port - Connect 2x USB-C devices &amp; 5x USB-A devices through a single USB-C port - Industrial metal enclosure - USB-A ports are backwards compatible w/ USB 2.0 &amp; 1.1 devices - 7 Port USB Hub / Industrial USB Hub / Mountable USB Hub / USB C Port Expander,startech,https://www.staples.ca/products/2802341-en-startech-7-port-usb-c-hub-metal-usb-c-usb-a-usb-c-usb-30
Fractal Design Venturi HP12 PWM Black (FD-FAN-VENT-HP12-PWM-BK),"The Venturi High Pressure Series PWM HP-12 fans are optimized for high-restriction airflow scenarios, making them an excellent choice for usage on large heatsinks, on radiators, or in other highly restrictive scenarios. Designed with a variety of performance-increasing and noise-reducing features, these fans can move an amazing amount of air through restricted environments compared to other fans at the same, minimal noise level. The Venturi High Pressure Series PWM fans are ideal for those looking for a perfect balance between high performance and low noise built from sturdy, high quality materials.",fractal_design,https://www.staples.ca/products/2429719-en-fractal-design-venturi-hp12-pwm-black-fd-fan-vent-hp12-pwm-bk
"Little Masters Non-toxic 32 oz. Tempera Paint, Brown, 6 Pack","Bright and smooth, the Little Masters Tempera Paint will breathe life into your drawings. This fine quality brown tempera paint flows smoothly and doesnt chip or crack after drying. This brilliant Colour is an economical solution for young students and artists.",little_masters,https://www.staples.ca/products/933007-en-little-masters-non-toxic-32-oz-tempera-paint-brown-6-pack
"Pelican Marine Case For Use With iPhone 7, Clear (C23040-001A-CLWC)","Pelican Products, the leader in mission-critical equipment protection, has been trusted by professionals for over 35 years. The same Pelican DNA that has protected our armed forces, emergency and scientific equipment through the harshest environments on Earth is now available to protect your personal smartphones, tablets and more. The Pelican Marine case shields your smartphone from the elements: water, snow, dirt, and dust. Our slim five layer shell protects your smartphone and its screen from scratches, impacts and drops.",pelican,https://www.staples.ca/products/2884531-en-pelican-marine-case-for-use-with-iphone-7-clear-c23040-001a-clwc
"LMP USB-C HDMI Display Dock 4K 10 Port, Space Grey","When it comes to video ports, the LMP Display Dock has them all, making it the most comprehensive USB-C video dock in the market: HDMI (4K@60 Hz), Mini-DisplayPort (4K@30 Hz), DisplayPort (4K@30 Hz), DVI (1080p@60 Hz) and VGA (1080p@60 Hz). Wherever you go, whatever video port you may need -- The Display Dock covers them all in a single USB-C dock.

Thanks to its dual USB-C connection design, the Display Dock lets you extend your video content to two external displays (dual 4K monitor support), each at its maximum resolution and refresh rate. So you can have as many as three different pictures running independently at the same time (extend mode) and all with up to 4K resolutions.

It is the only USB-C dock that supports 4K@60 Hz video output via HDMI and it comes at less than half the price of a Thunderbolt dock. Ideal for the professional user, the passionate movie watcher or the avid gamer alike -- take advantage of 4K video with high-frequency 60 Hz refresh rate.

Besides the 5 video ports, the LMP USB-C Display Dock connects to the outside world via Gigabit Ethernet and its two USB 3.0 ports of which one can charge a smartphone or tablet with up to 1.5A. The USB-C port allows pass-through power (Power Delivery) with up to 55W or can be used alternatively for data transfer (5 Gbps). The audio out port (3.5 mm jack) allows to connect a speaker or headphone. For full functionality, both USB-C host connecting cables must be plugged in to the host. Compatible with all Mac with two free Thunderbolt 3/USB-C ports.

Note: Dual monitor support can be achieved in these combinations only: HDMI (4K@60 Hz) + Mini-DP or DP (4K@30 Hz); HDMI (4K@60 Hz) + VGA (1080p@60 Hz); Mini-DP or DP (4K@30 Hz) + DVI (1080p@30 Hz); VGA (1080p@30 Hz) + DVI (1080p@60 Hz). It is NOT possible to use the combination HDMI + DVI!",lmp,https://www.staples.ca/products/2897298-en-lmp-usb-c-hdmi-display-dock-4k-10-port-space-grey
"StarTech 3 Port Portable USB 3.0 Hub with Gigabit Ethernet Adapter Nic, Aluminum with Cable",Add 3 external USB 3.0 ports with UASP and a Gigabit Ethernet port to your Ultrabook or laptop through a single USB 3.0 port - 3 Port Portable USB 3.0 Hub w/ Gigabit Ethernet Adapter NIC - Aluminum USB Hub w/ GbE and Cable - Compact USB 3.0 Hub w/ Cable - USB 3.0 Hub with Gigabit Ethernet Network Adapter and Attached Cable - Mobile USB Travel Hub - Notebook / Laptop USB 3.0 Hub with Gigabit Ethernet Port - Dongle style combination adapter with built in USB 3.0 cable - Aluminum and light weight,startech,https://www.staples.ca/products/1686235-en-startech-3-port-portable-usb-30-hub-with-gigabit-ethernet-adapter-nic-aluminum-with-cable
"Sargent Art Special Tempera Paint, 8 oz., Assorted, 6 Pack (SAR225099)",The assorted Sargent Art 8 oz. Special Tempera Paint comes in 6 metallic shades to give a shimmering finish to your artwork.,sargent_art,https://www.staples.ca/products/849116-en-sargent-art-special-tempera-paint-8-oz-assorted-6-pack-sar225099
"Compucessory Heavy Duty Indoor Extension Cord, 9', Beige",,compucessory,https://www.staples.ca/products/1569934-en-compucessory-heavy-duty-indoor-extension-cord-9-beige
Skylink PT-434 Panic Button Transmitter,"Prepare for potential dangers by carrying this Skylink PT-434 Panic Button Transmitter. Small dimensions make it easy to transport. The extended battery life ensures reliability, and it's compatible with many Skylink products.",skylink,https://www.staples.ca/products/1016671-en-skylink-pt-434-panic-button-transmitter
Fractal Design Venturi HF14 Fan Black (FD-FAN-VENT-HF14-BK),"The Venturi High Flow Series HF-14 fans are optimized for low-restriction airflow environments, making them an excellent choice for computer case fans, or other low-restriction usage scenarios. Designed with a variety of performance-increasing and noise-reducing features, these fans can move an amazing amount of air compared to other fans at the same, minimal noise level. The HF-14 comes with two sets of solid vibration-dampening rubber corners: one for standard 140 mm fan hole spacing (125 mm) and one compatible with the standard 120 mm hole spacing (105 mm). The Venturi High Flow Series fans are ideal for those looking for a perfect balance between high performance and low noise built from sturdy, high quality materials.",fractal_design,https://www.staples.ca/products/2429720-en-fractal-design-venturi-hf14-fan-black-fd-fan-vent-hf14-bk
"Crayola Artista II 16 oz. Tempera Washable Paint, Turquoise, 6 Pack",Crayola Artista II 16 oz Tempera washable paint in turquoise Colour for age group 3 - 12 yrs perfectly combines vibrant Colour with easy washability. Non-toxic paint cleans up easily from skin and children's clothing with just soap and water.,crayola,https://www.staples.ca/products/849877-en-crayola-artista-ii-16-oz-tempera-washable-paint-turquoise-6-pack
"LMP USB-C Network Hub 5 Port, Ethernet, 3X USB 3.0","The LMP USB-C Network Hub brings ultra-fast connectivity (Gigabit Ethernet) and data transfer (3x USB 3.0) as well as pass-through power (Power Delivery over USB-C port) to the 12"" MacBook and 13"" and 15"" MacBook Pro. Its USB-C port is capable of transferring data from and to your Mac laptop as well. Last but not least there is a designated USB 3.0 port which charges a smartphone or tablet with up to 7.5 Watt (5V.1.5A).

The aluminum housing is sturdy and stylish alike and it takes care of the evolving heat.  With its 15 cm connecting USB-C cable, the Network Hub keeps the cable clutter away from your laptop.  Get a fast connection to your proximity and the network or web with this cost-effective hub!

Note: Not compatible with Apple USB SuperDrive.  May evolve heat when in use.",lmp,https://www.staples.ca/products/2897294-en-lmp-usb-c-network-hub-5-port-ethernet-3x-usb-30
"Sargent Art Art-Time Washable Tempera Paint, 128 oz., Yellow, 2 Pack (SAR223602)",Add a splash of colour to your drawings with the Sargent Art Art-Time 128 oz. Tempera Paint.,sargent_art,https://www.staples.ca/products/850856-en-sargent-art-art-time-washable-tempera-paint-128-oz-yellow-2-pack-sar223602
D-Link DUB-1340 4-Port USB 3.0 Hub,,d_link,https://www.staples.ca/products/171805-en-d-link-dub-1340-4-port-usb-30-hub
